place,competitionId,competition,country,startDate,endDate,partScore,participationScorePlace,resultScore,resultScorePlace,competitionScore,competitionUrl
102,448019,"Västeras Games - Folksam GP, Västerås",SWE,03 JUL 2001,03 JUL 2001,515,95,75584,103,76099,https://worldathletics.org/records/competition-performance-rankings/ranking/448019
103,437361,"Namur Atletissima, Namur",BEL,17 AUG 2001,17 AUG 2001,290,120,75798,96,76088,https://worldathletics.org/records/competition-performance-rankings/ranking/437361
104,429052,"Alcalá de Henares, Alcalá de Henáres",ESP,30 JUN 2001,30 JUN 2001,360,109,75701,98,76061,https://worldathletics.org/records/competition-performance-rankings/ranking/429052
105,371416,"Port Elizabeth ABSA Series, Port Elizabeth",RSA,16 FEB 2001,16 FEB 2001,720,82,75302,107,76022,https://worldathletics.org/records/competition-performance-rankings/ranking/371416
106,453905,"Columbus Jesse Owens Classic, Columbus, OH",USA,06 MAY 2001,06 MAY 2001,280,122,75722,97,76002,https://worldathletics.org/records/competition-performance-rankings/ranking/453905
107,415653,Noisy-le-Grand,FRA,19 JUN 2001,19 JUN 2001,640,86,75339,106,75979,https://worldathletics.org/records/competition-performance-rankings/ranking/415653
108,372711,"Bloemfontein ABSA Series, Bloemfontein",RSA,02 FEB 2001,02 FEB 2001,580,90,75208,110,75788,https://worldathletics.org/records/competition-performance-rankings/ranking/372711
109,398680,"Rhede International, Rhede",GER,13 JUL 2001,13 JUL 2001,600,89,75118,111,75718,https://worldathletics.org/records/competition-performance-rankings/ranking/398680
110,444562,"Genève Swiss Meeting, Genève",SUI,09 JUN 2001,09 JUN 2001,200,128,75269,108,75469,https://worldathletics.org/records/competition-performance-rankings/ranking/444562
111,456679,"Houston Tom Tellez Invitational, Houston, TX",USA,31 MAR 2001,31 MAR 2001,195,130,75250,109,75445,https://worldathletics.org/records/competition-performance-rankings/ranking/456679
112,390767,Lignano,ITA,21 JUL 2001,21 JUL 2001,415,102,74913,113,75328,https://worldathletics.org/records/competition-performance-rankings/ranking/390767
113,539286,"Birmingham BAL, Birmingham",GBR,02 JUN 2001,02 JUN 2001,400,104,74829,115,75229,https://worldathletics.org/records/competition-performance-rankings/ranking/539286
114,453373,"Claremont Pomona-Pitzer Inv., Claremont, CA",USA,20 APR 2001,20 APR 2001,295,118,74922,112,75217,https://worldathletics.org/records/competition-performance-rankings/ranking/453373
115,414882,Reims,FRA,05 JUL 2001,05 JUL 2001,225,127,74904,114,75129,https://worldathletics.org/records/competition-performance-rankings/ranking/414882
116,430152,"Prague Czech Club Championships, Praha",CZE,02 JUN 2001,02 JUN 2001,295,118,74484,116,74779,https://worldathletics.org/records/competition-performance-rankings/ranking/430152
117,446834,"Karlstad Götagalan, Karlstad",SWE,29 AUG 2001,29 AUG 2001,830,75,73840,124,74670,https://worldathletics.org/records/competition-performance-rankings/ranking/446834
118,448877,"Istanbul Cezmi Or Memorial, Istanbul",TUR,16 JUN 2001,16 JUN 2001,370,108,74222,118,74592,https://worldathletics.org/records/competition-performance-rankings/ranking/448877
119,400081,Mönchengladbach,GER,27 MAY 2001,27 MAY 2001,305,114,74173,120,74478,https://worldathletics.org/records/competition-performance-rankings/ranking/400081
120,426878,"Malaga, Málaga",ESP,28 JUL 2001,28 JUL 2001,290,120,74086,121,74376,https://worldathletics.org/records/competition-performance-rankings/ranking/426878
121,450635,"Athens USTCA T&F Series, Athens, GA",USA,31 MAR 2001,31 MAR 2001,180,133,74188,119,74368,https://worldathletics.org/records/competition-performance-rankings/ranking/450635
122,458908,"Los Angeles, CA",USA,14 APR 2001,14 APR 2001,410,103,73929,122,74339,https://worldathletics.org/records/competition-performance-rankings/ranking/458908
122,451756,"Bloomington Billy Hayes Festival, Bloomington, IN",USA,12 MAY 2001,12 MAY 2001,115,139,74224,117,74339,https://worldathletics.org/records/competition-performance-rankings/ranking/451756
124,401127,Königs Wusterhausen,GER,28 AUG 2001,28 AUG 2001,1025,69,73063,133,74088,https://worldathletics.org/records/competition-performance-rankings/ranking/401127
125,450713,"Atlanta Yellow Jacket Invitational, Atlanta, GA",USA,07 APR 2001,07 APR 2001,175,134,73844,123,74019,https://worldathletics.org/records/competition-performance-rankings/ranking/450713
126,453693,"College Station Texas A&M All-Comers, College Station, TX",USA,10 MAY 2001,10 MAY 2001,200,128,73661,126,73861,https://worldathletics.org/records/competition-performance-rankings/ranking/453693
127,419669,Bonneuil-sur-Marne,FRA,01 JUN 2001,01 JUN 2001,465,99,73377,130,73842,https://worldathletics.org/records/competition-performance-rankings/ranking/419669
128,455364,"Fayetteville John McDonnell Inv., Fayetteville, AR",USA,14 APR 2001,14 APR 2001,160,136,73677,125,73837,https://worldathletics.org/records/competition-performance-rankings/ranking/455364
129,455056,"Eugene Oregon Invitational, Eugene, OR",USA,28 APR 2001,28 APR 2001,85,141,73629,127,73714,https://worldathletics.org/records/competition-performance-rankings/ranking/455056
130,375222,"Warsaw Michalowicz/Slusarski Memorial, Warszawa",POL,07 JUN 2001,07 JUN 2001,195,130,73474,129,73669,https://worldathletics.org/records/competition-performance-rankings/ranking/375222
131,368977,"Ljubljana EAA Meeting, Ljubljana",SLO,03 JUN 2001,03 JUN 2001,350,110,73298,132,73648,https://worldathletics.org/records/competition-performance-rankings/ranking/368977
132,465163,"Tucson Jim Click Wilcat Shootout, Tucson, AZ",USA,24 MAR 2001,24 MAR 2001,75,143,73529,128,73604,https://worldathletics.org/records/competition-performance-rankings/ranking/465163
133,454017,"Coral Gables Hurricane Invitational, Coral Gables, FL",USA,17 MAR 2001,17 MAR 2001,75,143,73334,131,73409,https://worldathletics.org/records/competition-performance-rankings/ranking/454017
134,430847,Kladno,CZE,16 JUN 2001,16 JUN 2001,240,126,73044,134,73284,https://worldathletics.org/records/competition-performance-rankings/ranking/430847
135,447968,"Uppsala Proffice Nordic Challenge, Uppsala",SWE,12 JUN 2001,12 JUN 2001,530,93,72643,136,73173,https://worldathletics.org/records/competition-performance-rankings/ranking/447968
136,415346,Paris,FRA,22 JUL 2001,22 JUL 2001,110,140,72820,135,72930,https://worldathletics.org/records/competition-performance-rankings/ranking/415346
137,444349,Bern,SUI,24 AUG 2001,24 AUG 2001,150,137,72606,137,72756,https://worldathletics.org/records/competition-performance-rankings/ranking/444349
138,451500,"Berkeley Cal 4-Way Meet, Berkeley, CA",USA,17 MAR 2001,17 MAR 2001,85,141,72540,138,72625,https://worldathletics.org/records/competition-performance-rankings/ranking/451500
139,412438,Bedford,GBR,21 JUL 2001,21 JUL 2001,300,116,72298,139,72598,https://worldathletics.org/records/competition-performance-rankings/ranking/412438
140,430145,"Prague Czech Club Championships, Praha",CZE,08 SEP 2001,08 SEP 2001,345,111,71734,141,72079,https://worldathletics.org/records/competition-performance-rankings/ranking/430145
141,377754,"Auckland AUS-NZL Test Match, Auckland",NZL,31 MAR 2001,31 MAR 2001,125,138,71931,140,72056,https://worldathletics.org/records/competition-performance-rankings/ranking/377754
142,427142,"Spanish Club Ch. Men A, Madrid",ESP,16 JUN 2001,16 JUN 2001,270,123,71664,143,71934,https://worldathletics.org/records/competition-performance-rankings/ranking/427142
143,408880,"Liverpool Norwich Union U23 International, Liverpool",GBR,23 JUN 2001,23 JUN 2001,65,145,71686,142,71751,https://worldathletics.org/records/competition-performance-rankings/ranking/408880
144,394394,Zalaegerszeg,HUN,09 JUN 2001,09 JUN 2001,190,132,71012,144,71202,https://worldathletics.org/records/competition-performance-rankings/ranking/394394
145,395415,"Budapest International Honvéd Cup, Budapest",HUN,13 JUN 2001,13 JUN 2001,175,134,70964,145,71139,https://worldathletics.org/records/competition-performance-rankings/ranking/395415
