place,competitionId,competition,country,startDate,endDate,partScore,participationScorePlace,resultScore,resultScorePlace,competitionScore,competitionUrl
1,614376,"Weltklasse Zürich, Letzigrund, Zürich",SUI,07 SEP 2022,08 SEP 2022,8570,1,88357,1,96927,https://worldathletics.org/records/competition-performance-rankings/ranking/614376
2,612228,"Prefontaine Classic, Hayward Field, Eugene, OR",USA,27 MAY 2022,28 MAY 2022,7585,2,87617,2,95202,https://worldathletics.org/records/competition-performance-rankings/ranking/612228
3,614185,"Athletissima Lausanne, Stade Olympique de la Pontaise, Lausanne",SUI,25 AUG 2022,26 AUG 2022,7530,3,87571,3,95101,https://worldathletics.org/records/competition-performance-rankings/ranking/614185
4,614287,"Memorial van Damme, Boudewijnstadion, Bruxelles",BEL,01 SEP 2022,02 SEP 2022,6965,5,87339,4,94304,https://worldathletics.org/records/competition-performance-rankings/ranking/614287
5,613961,"Herculis Meeting International d’Athlétisme EBS, Stade Louis II, Monaco",MON,10 AUG 2022,10 AUG 2022,6900,6,87309,5,94209,https://worldathletics.org/records/competition-performance-rankings/ranking/613961
6,613977,"Silesia Kamila Skolimowska Memorial, Stadion Śląski, Chorzów",POL,06 AUG 2022,06 AUG 2022,7410,4,86375,7,93785,https://worldathletics.org/records/competition-performance-rankings/ranking/613977
7,613365,"BAUHAUS-Galan, Olympiastadion, Stockholm",SWE,30 JUN 2022,30 JUN 2022,6545,9,86437,6,92982,https://worldathletics.org/records/competition-performance-rankings/ranking/613365
8,612673,"Golden Gala Pietro Mennea, Stadio Olimpico, Roma",ITA,09 JUN 2022,09 JUN 2022,6730,8,86058,9,92788,https://worldathletics.org/records/competition-performance-rankings/ranking/612673
9,612979,"Meeting de Paris, Stade Charléty, Paris",FRA,18 JUN 2022,18 JUN 2022,5730,12,86212,8,91942,https://worldathletics.org/records/competition-performance-rankings/ranking/612979
10,611697,"Ooredoo Doha Meeting, Suhaim bin Hamad Stadium, Doha",QAT,13 MAY 2022,14 MAY 2022,6750,7,84695,17,91445,https://worldathletics.org/records/competition-performance-rankings/ranking/611697
11,612920,"Oslo Bislett Games, Bislett Stadion, Oslo",NOR,16 JUN 2022,16 JUN 2022,5445,14,85657,10,91102,https://worldathletics.org/records/competition-performance-rankings/ranking/612920
12,613935,"Gyulai István Memorial - Hungarian Athletics Grand Prix, Bregyó Athletic Center, Székesfehérvár",HUN,08 AUG 2022,08 AUG 2022,5755,10,85328,12,91083,https://worldathletics.org/records/competition-performance-rankings/ranking/613935
13,612481,"Meeting International Mohammed VI d'Athletisme de Rabat, Complexe Sportif Prince Moulay Abdellah, Rabat",MAR,05 JUN 2022,05 JUN 2022,5750,11,84774,15,90524,https://worldathletics.org/records/competition-performance-rankings/ranking/612481
14,612011,"Diamond League Meeting, Alexander Stadium, Birmingham",GBR,21 MAY 2022,21 MAY 2022,5635,13,84038,23,89673,https://worldathletics.org/records/competition-performance-rankings/ranking/612011
15,610808,"USATF Golden Games, Hilmer Lodge Stadium, Walnut, CA",USA,16 APR 2022,16 APR 2022,3855,17,85444,11,89299,https://worldathletics.org/records/competition-performance-rankings/ranking/610808
16,614425,"Memorial Borisa Hanžekovića, Sports Park Mladost, Zagreb",CRO,09 SEP 2022,11 SEP 2022,4210,15,84171,21,88381,https://worldathletics.org/records/competition-performance-rankings/ranking/614425
17,612521,"FBK Games, FBK Stadium, Hengelo",NED,06 JUN 2022,06 JUN 2022,3890,16,84490,19,88380,https://worldathletics.org/records/competition-performance-rankings/ranking/612521
18,612346,"61st Golden Spike, Mestský Stadion, Ostrava",CZE,31 MAY 2022,31 MAY 2022,3485,21,84671,18,88156,https://worldathletics.org/records/competition-performance-rankings/ranking/612346
19,612843,"Paavo Nurmi Games, Paavo Nurmen Stadion, Turku",FIN,14 JUN 2022,14 JUN 2022,3760,18,84120,22,87880,https://worldathletics.org/records/competition-performance-rankings/ranking/612843
20,614470,"Gala dei Castelli, Stadio Comunale, Bellinzona",SUI,12 SEP 2022,12 SEP 2022,3535,20,84015,24,87550,https://worldathletics.org/records/competition-performance-rankings/ranking/614470
