place,competitionId,competition,country,startDate,endDate,partScore,participationScorePlace,resultScore,resultScorePlace,competitionScore,competitionUrl
1,537200,"Weltklasse Zürich, Zürich",SUI,18 AUG 2006,18 AUG 2006,8110,1,86721,3,94891,https://worldathletics.org/records/competition-performance-rankings/ranking/537200
2,388415,"Roma Golden Gala, Stadio Olimpico, Roma",ITA,14 JUL 2006,14 JUL 2006,7515,2,87088,1,94603,https://worldathletics.org/records/competition-performance-rankings/ranking/388415
3,444861,"Athletissima Lausanne, Stade Olympique de la Pontaise, Lausanne",SUI,11 JUL 2006,11 JUL 2006,7080,6,86785,2,93985,https://worldathletics.org/records/competition-performance-rankings/ranking/444861
4,518732,"Bruxelles Memorial Van Damme, Boudewijnstadion, Bruxelles",BEL,25 AUG 2006,25 AUG 2006,7410,3,86335,5,93865,https://worldathletics.org/records/competition-performance-rankings/ranking/518732
5,415176,"Paris-St-Denis Meeting Gaz de France, Stade de France, Paris-St-Denis",FRA,08 JUL 2006,08 JUL 2006,7330,4,86476,4,93806,https://worldathletics.org/records/competition-performance-rankings/ranking/415176
6,396472,"Athens Super Grand Prix Tsiklitiria, Olympic Stadium, Athina",GRE,03 JUL 2006,03 JUL 2006,7050,7,86002,7,93052,https://worldathletics.org/records/competition-performance-rankings/ranking/396472
7,388664,"Rieti 2006, Rieti",ITA,27 AUG 2006,27 AUG 2006,6560,10,86037,6,92597,https://worldathletics.org/records/competition-performance-rankings/ranking/388664
8,537149,"Berlin ISTAF, Olympiastadion, Berlin",GER,03 SEP 2006,03 SEP 2006,7260,5,85119,10,92379,https://worldathletics.org/records/competition-performance-rankings/ranking/537149
9,380915,"Monaco Herculis, Stade Louis II, Monaco",MON,20 AUG 2006,20 AUG 2006,6845,8,85377,9,92222,https://worldathletics.org/records/competition-performance-rankings/ranking/380915
10,447786,"Stockholm DN Galan, Stockholm",SWE,25 JUL 2006,25 JUL 2006,6120,12,85787,8,91907,https://worldathletics.org/records/competition-performance-rankings/ranking/447786
11,378101,"Oslo ExxonMobil Bislett Games, Oslo",NOR,02 JUN 2006,02 JUN 2006,6360,11,85078,11,91438,https://worldathletics.org/records/competition-performance-rankings/ranking/378101
12,537090,"Eugene Prefontaine Classic, Eugene, OR",USA,27 MAY 2006,28 MAY 2006,6760,9,84525,13,91285,https://worldathletics.org/records/competition-performance-rankings/ranking/537090
13,408484,"Crystal Palace Norwich Union London Grand Prix, Crystal Palace, London",GBR,28 JUL 2006,28 JUL 2006,5255,14,84827,12,90082,https://worldathletics.org/records/competition-performance-rankings/ranking/408484
14,537170,"Shanghai Golden Grand Prix, Shanghai",CHN,23 SEP 2006,23 SEP 2006,5765,13,83653,18,89418,https://worldathletics.org/records/competition-performance-rankings/ranking/537170
15,426968,"Madrid Meeting de Atletismo, Madrid",ESP,17 JUL 2006,17 JUL 2006,4910,16,83885,16,88795,https://worldathletics.org/records/competition-performance-rankings/ranking/426968
16,410130,"Gateshead Norwich Union British Grand Prix, International Stadium, Gateshead",GBR,11 JUN 2006,11 JUN 2006,4295,18,83886,15,88241,https://worldathletics.org/records/competition-performance-rankings/ranking/410130
17,430496,"Golden Spike IAAF Super Grand Prix, Ostrava",CZE,29 MAY 2006,30 MAY 2006,5000,15,83159,21,88159,https://worldathletics.org/records/competition-performance-rankings/ranking/430496
18,373362,"Doha Qatar IAAF Super Tour, Doha",QAT,12 MAY 2006,12 MAY 2006,4900,17,83245,20,88145,https://worldathletics.org/records/competition-performance-rankings/ranking/373362
19,423517,"Helsinki GE Money GP, Helsinki",FIN,26 JUL 2006,26 JUL 2006,3475,22,83727,17,87202,https://worldathletics.org/records/competition-performance-rankings/ranking/423517
20,437540,"Heusden-Zolder KBC Night of Athletics, Heusden-Zolder",BEL,22 JUL 2006,22 JUL 2006,3085,25,84054,14,87139,https://worldathletics.org/records/competition-performance-rankings/ranking/437540
21,461129,"New York Reebok Grand Prix, New York, NY",USA,03 JUN 2006,03 JUN 2006,3235,23,83120,22,86475,https://worldathletics.org/records/competition-performance-rankings/ranking/461129
22,537083,"Zagreb Meeting 2006, Zagreb",CRO,31 AUG 2006,31 AUG 2006,4270,19,82033,29,86303,https://worldathletics.org/records/competition-performance-rankings/ranking/537083
23,452711,"Carson adidas Track Classic, Carson, CA",USA,21 MAY 2006,21 MAY 2006,2860,29,83256,19,86116,https://worldathletics.org/records/competition-performance-rankings/ranking/452711
24,413094,"Villeneuve d'Ascq Meeting Lille Métropole, Villeneuve d'Ascq",FRA,09 JUN 2006,09 JUN 2006,3500,21,82332,26,85832,https://worldathletics.org/records/competition-performance-rankings/ranking/413094
25,427563,"Huelva Meeting Iberoamericano de Atletismo, Estadio Iberoamericano, Huelva",ESP,20 JUN 2006,20 JUN 2006,2945,26,82816,23,85761,https://worldathletics.org/records/competition-performance-rankings/ranking/427563
26,537171,"Linz Intersport Gugl-Meeting, Linz",AUT,22 AUG 2006,22 AUG 2006,3515,20,82099,28,85614,https://worldathletics.org/records/competition-performance-rankings/ranking/537171
27,379781,"Hengelo THALES FBK-Games, FBK Stadium, Hengelo",NED,28 MAY 2006,28 MAY 2006,3130,24,82423,25,85553,https://worldathletics.org/records/competition-performance-rankings/ranking/379781
