place,competitionId,competition,country,startDate,endDate,partScore,participationScorePlace,resultScore,resultScorePlace,competitionScore,competitionUrl
1,565166,"Weltklasse Zürich, Letzigrund, Zürich",SUI,28 AUG 2009,28 AUG 2009,7490,1,87047,1,94657,https://worldathletics.org/records/competition-performance-rankings/ranking/565166
2,523142,"Roma Golden Gala, Stadio Olimpico, Roma",ITA,10 JUL 2009,10 JUL 2009,6795,2,86531,3,93326,https://worldathletics.org/records/competition-performance-rankings/ranking/523142
3,477475,"Monaco Herculis, Stade Louis II, Monaco",MON,28 JUL 2009,28 JUL 2009,6110,6,86686,2,92796,https://worldathletics.org/records/competition-performance-rankings/ranking/477475
4,565160,"Bruxelles Memorial Van Damme, Boudewijnstadion, Bruxelles",BEL,04 SEP 2009,04 SEP 2009,6660,4,85437,4,92217,https://worldathletics.org/records/competition-performance-rankings/ranking/565160
5,517790,"Eugene Prefontaine Classic, Eugene, OR",USA,07 JUN 2009,07 JUN 2009,6570,5,85009,8,91579,https://worldathletics.org/records/competition-performance-rankings/ranking/517790
6,517795,"Athletissima Lausanne, Stade Olympique de la Pontaise, Lausanne",SUI,07 JUL 2009,07 JUL 2009,6710,3,84310,16,91020,https://worldathletics.org/records/competition-performance-rankings/ranking/517795
7,537178,"Paris-St-Denis Meeting Areva, Stade de France, Paris-St-Denis",FRA,17 JUL 2009,17 JUL 2009,6045,7,84712,12,90757,https://worldathletics.org/records/competition-performance-rankings/ranking/537178
8,565164,"Doha Qatar Athletic Super Grand Prix, Doha",QAT,08 MAY 2009,08 MAY 2009,5285,13,85254,5,90539,https://worldathletics.org/records/competition-performance-rankings/ranking/565164
9,565162,"Shanghai Golden Grand Prix, Shanghai",CHN,20 SEP 2009,20 SEP 2009,5945,8,84492,14,90437,https://worldathletics.org/records/competition-performance-rankings/ranking/565162
10,517793,"Oslo Bislett Games, Bislett Stadion, Oslo",NOR,03 JUL 2009,03 JUL 2009,5445,10,84781,11,90226,https://worldathletics.org/records/competition-performance-rankings/ranking/517793
11,517791,"Berlin DKB-ISTAF, Olympiastadion, Berlin",GER,14 JUN 2009,14 JUN 2009,5690,9,84347,15,90037,https://worldathletics.org/records/competition-performance-rankings/ranking/517791
12,523140,"London Aviva Grand Prix, Crystal Palace, London",GBR,24 JUL 2009,25 JUL 2009,5290,12,84659,13,89949,https://worldathletics.org/records/competition-performance-rankings/ranking/523140
13,517797,"Athina Tsiklitiria, Olympic Stadium, Athina",GRE,13 JUL 2009,13 JUL 2009,4805,17,85088,7,89893,https://worldathletics.org/records/competition-performance-rankings/ranking/517797
14,517788,"New York Reebok Grand Prix, Icahn Stadium, New York, NY",USA,30 MAY 2009,30 MAY 2009,4710,18,85145,6,89855,https://worldathletics.org/records/competition-performance-rankings/ranking/517788
15,480990,"Rieti 2009, Rieti",ITA,06 SEP 2009,06 SEP 2009,4685,19,84939,9,89624,https://worldathletics.org/records/competition-performance-rankings/ranking/480990
16,477531,"Stockholm DN Galan, Stockholm",SWE,30 JUL 2009,31 JUL 2009,5360,11,84251,17,89611,https://worldathletics.org/records/competition-performance-rankings/ranking/477531
17,517792,"Golden Spike Ostrava 2009, Ostrava",CZE,16 JUN 2009,17 JUN 2009,5190,14,84222,18,89412,https://worldathletics.org/records/competition-performance-rankings/ranking/517792
18,517789,"Hengelo Fanny Blankers-Koen Games, FBK Stadium, Hengelo",NED,01 JUN 2009,01 JUN 2009,4310,21,84796,10,89106,https://worldathletics.org/records/competition-performance-rankings/ranking/517789
19,477910,"Zagreb Meeting 2009, Zagreb",CRO,31 AUG 2009,31 AUG 2009,5020,15,83490,21,88510,https://worldathletics.org/records/competition-performance-rankings/ranking/477910
20,537091,"Rethymno Vardinoyiannia, Rethymno",GRE,20 JUL 2009,20 JUL 2009,4025,22,83560,19,87585,https://worldathletics.org/records/competition-performance-rankings/ranking/537091
21,477909,"Gateshead Aviva British Grand Prix, International Stadium, Gateshead",GBR,31 AUG 2009,31 AUG 2009,4945,16,82229,24,87174,https://worldathletics.org/records/competition-performance-rankings/ranking/477909
22,517787,"Belém Grande Premio Brasil Caixa de Atletismo, Mangueirão, Belém",BRA,24 MAY 2009,24 MAY 2009,3450,26,83532,20,86982,https://worldathletics.org/records/competition-performance-rankings/ranking/517787
23,518463,"Bydgoszcz Enea Cup 2009, Zdzisław Krzyszkowiak Stadium, Bydgoszcz",POL,10 JUN 2009,10 JUN 2009,3965,23,82156,27,86121,https://worldathletics.org/records/competition-performance-rankings/ranking/518463
24,477408,"Barcelona Míting Internacional d'Atletisme, Barcelona",ESP,25 JUL 2009,25 JUL 2009,2845,33,83062,22,85907,https://worldathletics.org/records/competition-performance-rankings/ranking/477408
25,517941,"Carson Adidas Track Classic, Carson, CA",USA,16 MAY 2009,16 MAY 2009,3050,29,82671,23,85721,https://worldathletics.org/records/competition-performance-rankings/ranking/517941
26,517794,"Madrid Meeting de Atletismo, Madrid",ESP,04 JUL 2009,04 JUL 2009,3470,25,82091,29,85561,https://worldathletics.org/records/competition-performance-rankings/ranking/517794
27,478266,"Szczecin Pedro's Cup, Szczecin",POL,15 SEP 2009,15 SEP 2009,4345,20,81200,35,85545,https://worldathletics.org/records/competition-performance-rankings/ranking/478266
28,517938,"Kingston Jamaica International, National Stadium, Kingston",JAM,02 MAY 2009,02 MAY 2009,3315,27,82202,25,85517,https://worldathletics.org/records/competition-performance-rankings/ranking/517938
29,537152,"Daegu Colorful Pre-Championships Meeting, Daegu",KOR,25 SEP 2009,25 SEP 2009,3875,24,81200,35,85075,https://worldathletics.org/records/competition-performance-rankings/ranking/537152
30,518483,"Moskva Moscow Open, Moskva",RUS,01 JUL 2009,01 JUL 2009,2680,34,82192,26,84872,https://worldathletics.org/records/competition-performance-rankings/ranking/518483
31,517945,"Meeting International Mohammed VI d'Athletisme de Rabat, Rabat",MAR,23 MAY 2009,23 MAY 2009,2865,31,81590,33,84455,https://worldathletics.org/records/competition-performance-rankings/ranking/517945
32,518485,"Luzern Spitzen Leichtathletik, Luzern",SUI,15 JUL 2009,15 JUL 2009,2460,39,81914,30,84374,https://worldathletics.org/records/competition-performance-rankings/ranking/518485
33,517944,"Rio de Janeiro Grande Prêmio Rio Caixa de Atletismo, Rio de Janeiro",BRA,16 MAY 2009,17 MAY 2009,3010,30,81340,34,84350,https://worldathletics.org/records/competition-performance-rankings/ranking/517944
34,518487,"Heusden-Zolder KBC Night of Athletics, Heusden-Zolder",BEL,18 JUL 2009,18 JUL 2009,2190,44,82156,27,84346,https://worldathletics.org/records/competition-performance-rankings/ranking/518487
35,518447,"Memoriál Josefa Odložila, Stadion Juliska, Praha",CZE,08 JUN 2009,08 JUN 2009,2575,37,81709,32,84284,https://worldathletics.org/records/competition-performance-rankings/ranking/518447
36,479289,"Bochum-Wattenscheid DAK Leichtathletik-Gala, Wattenscheid, Bochum",GER,02 AUG 2009,02 AUG 2009,2180,45,81759,31,83939,https://worldathletics.org/records/competition-performance-rankings/ranking/479289
37,518481,"Málaga Meeting de Atletismo, Málaga",ESP,27 JUN 2009,27 JUN 2009,2535,38,80849,42,83384,https://worldathletics.org/records/competition-performance-rankings/ranking/518481
38,518242,"Baie Mahault Meeting International Guadeloupe, Baie Mahault",FRA,01 MAY 2009,01 MAY 2009,2225,43,81142,37,83367,https://worldathletics.org/records/competition-performance-rankings/ranking/518242
39,537100,"Rovereto Palio Città della Quercia, Stadio Quercia, Rovereto",ITA,01 SEP 2009,01 SEP 2009,2250,42,81115,38,83365,https://worldathletics.org/records/competition-performance-rankings/ranking/537100
40,517786,"Osaka GP 2009, Osaka",JPN,09 MAY 2009,09 MAY 2009,2155,46,81098,39,83253,https://worldathletics.org/records/competition-performance-rankings/ranking/517786
41,518482,"Villeneuve d'Ascq Meeting Lille Métropole, Villeneuve d'Ascq",FRA,30 JUN 2009,30 JUN 2009,1975,48,80968,40,82943,https://worldathletics.org/records/competition-performance-rankings/ranking/518482
42,518367,"Uberlandia Grande Prêmio Caixa Sesi de Atletismo, Uberlandia",BRA,20 MAY 2009,20 MAY 2009,2665,35,80255,47,82920,https://worldathletics.org/records/competition-performance-rankings/ranking/518367
43,477829,"Tallinn 2009, Tallinn",EST,25 AUG 2009,25 AUG 2009,3150,28,79681,58,82831,https://worldathletics.org/records/competition-performance-rankings/ranking/477829
44,518426,"Torino Memorial Primo Nebiolo, Torino",ITA,04 JUN 2009,04 JUN 2009,2295,40,80430,44,82725,https://worldathletics.org/records/competition-performance-rankings/ranking/518426
45,537116,"Paris Décanation, Paris",FRA,09 SEP 2009,09 SEP 2009,2615,36,79891,55,82506,https://worldathletics.org/records/competition-performance-rankings/ranking/537116
46,518486,"Zaragoza Gran Premio Gobierno de Aragón, Zaragoza",ESP,18 JUL 2009,18 JUL 2009,1610,62,80638,43,82248,https://worldathletics.org/records/competition-performance-rankings/ranking/518486
47,537075,"Reims Alma Athlé Tour, Reims",FRA,14 JUL 2009,14 JUL 2009,1825,54,80370,45,82195,https://worldathletics.org/records/competition-performance-rankings/ranking/537075
48,518436,"Janusz Kusociński Memorial, Warszawa",POL,07 JUN 2009,07 JUN 2009,2260,41,79802,56,82062,https://worldathletics.org/records/competition-performance-rankings/ranking/518436
49,518470,"Huelva Meeting Iberoamericano de Atletismo, Huelva",ESP,10 JUN 2009,10 JUN 2009,1100,74,80945,41,82045,https://worldathletics.org/records/competition-performance-rankings/ranking/518470
50,518464,"Thessaloniki 2009, Thessaloniki",GRE,10 JUN 2009,10 JUN 2009,1960,49,80048,50,82008,https://worldathletics.org/records/competition-performance-rankings/ranking/518464
51,537056,"Dubnica nad Váhom Athletic Bridge, Dubnica nad Váhom",SVK,06 SEP 2009,06 SEP 2009,2850,32,79135,62,81985,https://worldathletics.org/records/competition-performance-rankings/ranking/537056
52,480981,"Tangier Meeting International, Tanger",MAR,12 JUL 2009,12 JUL 2009,1565,63,80257,46,81822,https://worldathletics.org/records/competition-performance-rankings/ranking/480981
53,518612,"Sotteville-les-Rouen Meeting Alma Athlé Tour, Sotteville-lès-Rouen",FRA,05 JUL 2009,05 JUL 2009,1810,55,79998,51,81808,https://worldathletics.org/records/competition-performance-rankings/ranking/518612
54,477535,"Leverkusen Bayer-Meeting, Leverkusen",GER,31 JUL 2009,31 JUL 2009,1670,60,80101,49,81771,https://worldathletics.org/records/competition-performance-rankings/ranking/477535
55,517929,"Sydney Track Classic, Sydney",AUS,28 FEB 2009,28 FEB 2009,1930,50,79785,57,81715,https://worldathletics.org/records/competition-performance-rankings/ranking/517929
56,537862,"Milano Notturna di Milano, Milano",ITA,25 JUN 2009,25 JUN 2009,1695,58,79972,53,81667,https://worldathletics.org/records/competition-performance-rankings/ranking/537862
57,517940,"Ponce Grand Prix, Ponce",PUR,16 MAY 2009,16 MAY 2009,1230,68,80131,48,81361,https://worldathletics.org/records/competition-performance-rankings/ranking/517940
58,477367,"Cuxhaven Weltklasse hinterm Deich, Cuxhaven",GER,21 JUL 2009,22 JUL 2009,1165,71,79896,54,81061,https://worldathletics.org/records/competition-performance-rankings/ranking/477367
59,477633,"Cottbus Internationales Lausitzer Meeting, Cottbus",GER,08 AUG 2009,08 AUG 2009,1845,53,79208,61,81053,https://worldathletics.org/records/competition-performance-rankings/ranking/477633
60,518649,"Naimette-Xhovémont Meeting International de Liége, Liège",BEL,15 JUL 2009,15 JUL 2009,1035,75,79989,52,81024,https://worldathletics.org/records/competition-performance-rankings/ranking/518649
61,477890,"Padova Trofeo Banca Antonveneta, Padova",ITA,29 AUG 2009,30 AUG 2009,1910,52,79068,63,80978,https://worldathletics.org/records/competition-performance-rankings/ranking/477890
62,518475,"Montreuil-sous-Bois Meeting Alma Athlé Tour, Montreuil-sous-Bois",FRA,11 JUN 2009,11 JUN 2009,1800,57,78975,67,80775,https://worldathletics.org/records/competition-performance-rankings/ranking/518475
63,518484,"Zhukovskiy Znamenskiy Memorial, Meteor, Zhukovskiy",RUS,05 JUL 2009,05 JUL 2009,1535,64,79066,64,80601,https://worldathletics.org/records/competition-performance-rankings/ranking/518484
64,518428,"Baunatal Weltklasse, Baunatal",GER,05 JUN 2009,05 JUN 2009,1280,67,79055,65,80335,https://worldathletics.org/records/competition-performance-rankings/ranking/518428
65,478554,"Kawasaki Super Track & Field Meet, Kawasaki",JPN,23 SEP 2009,23 SEP 2009,1925,51,78403,75,80328,https://worldathletics.org/records/competition-performance-rankings/ranking/478554
66,517783,"Melbourne Track Classic, Melbourne",AUS,05 MAR 2009,05 MAR 2009,2025,47,78215,81,80240,https://worldathletics.org/records/competition-performance-rankings/ranking/517783
67,518402,"Beograd Artur Takač Memorial, Beograd",SRB,29 MAY 2009,29 MAY 2009,1195,70,79018,66,80213,https://worldathletics.org/records/competition-performance-rankings/ranking/518402
68,518495,"Istanbul Cezmi Or Memorial, Istanbul",TUR,13 JUN 2009,13 JUN 2009,1165,71,78936,68,80101,https://worldathletics.org/records/competition-performance-rankings/ranking/518495
69,518421,"Dessau Anhalt 2009, Dessau",GER,02 JUN 2009,02 JUN 2009,1640,61,78377,78,80017,https://worldathletics.org/records/competition-performance-rankings/ranking/518421
70,518257,"Austin Texas Invitational, Austin, TX",USA,02 MAY 2009,02 MAY 2009,590,103,79424,59,80014,https://worldathletics.org/records/competition-performance-rankings/ranking/518257
71,518415,"La Habana Barrientos Memorial, La Habana",CUB,29 MAY 2009,30 MAY 2009,1285,66,78710,72,79995,https://worldathletics.org/records/competition-performance-rankings/ranking/518415
72,518477,"Toronto Festival of Excellence, Toronto",CAN,11 JUN 2009,11 JUN 2009,1690,59,78285,80,79975,https://worldathletics.org/records/competition-performance-rankings/ranking/518477
73,518265,"Shizuoka International Meeting, Shizuoka",JPN,03 MAY 2009,03 MAY 2009,555,107,79260,60,79815,https://worldathletics.org/records/competition-performance-rankings/ranking/518265
