place,competitionId,competition,country,startDate,endDate,partScore,participationScorePlace,resultScore,resultScorePlace,competitionScore,competitionUrl
1,537192,"Weltklasse Zürich, Zürich",SUI,06 AUG 2004,06 AUG 2004,7450,1,86942,1,94392,https://worldathletics.org/records/competition-performance-rankings/ranking/537192
2,537122,"Roma Golden Gala, Stadio Olimpico, Roma",ITA,02 JUL 2004,02 JUL 2004,7230,2,86681,2,93911,https://worldathletics.org/records/competition-performance-rankings/ranking/537122
3,537138,"Paris-St-Denis Meeting Gaz de France, Stade de France, Paris-St-Denis",FRA,23 JUL 2004,23 JUL 2004,6415,3,85515,4,91930,https://worldathletics.org/records/competition-performance-rankings/ranking/537138
4,537065,"Athletissima Lausanne, Stade Olympique de la Pontaise, Lausanne",SUI,06 JUL 2004,06 JUL 2004,5905,4,85538,3,91443,https://worldathletics.org/records/competition-performance-rankings/ranking/537065
5,537169,"Golden Spike IAAF Super Grand Prix, Ostrava",CZE,08 JUN 2004,08 JUN 2004,5475,6,85133,6,90728,https://worldathletics.org/records/competition-performance-rankings/ranking/537169
6,378670,"Bergen Bislett Games, Bergen",NOR,11 JUN 2004,11 JUN 2004,5675,5,84689,9,90484,https://worldathletics.org/records/competition-performance-rankings/ranking/378670
7,537106,"Stockholm DN Galan, Stockholm",SWE,27 JUL 2004,27 JUL 2004,5425,7,84858,8,90283,https://worldathletics.org/records/competition-performance-rankings/ranking/537106
8,396398,"Herakleion Tsiklitiria, Herakleion",GRE,04 JUL 2004,04 JUL 2004,4790,9,84909,7,89939,https://worldathletics.org/records/competition-performance-rankings/ranking/396398
9,408564,"Crystal Palace Norwich Union LONDON Grand Prix, Crystal Palace, London",GBR,30 JUL 2004,30 JUL 2004,5170,8,84553,10,89843,https://worldathletics.org/records/competition-performance-rankings/ranking/408564
10,427046,"Madrid Meeting 2004, Madrid",ESP,17 JUL 2004,17 JUL 2004,4225,10,84454,11,88679,https://worldathletics.org/records/competition-performance-rankings/ranking/427046
11,388680,"Rieti 2004, Rieti",ITA,05 SEP 2004,05 SEP 2004,4150,11,83569,15,87719,https://worldathletics.org/records/competition-performance-rankings/ranking/388680
12,537072,"Eugene Prefontaine Classic, Eugene, OR",USA,19 JUN 2004,19 JUN 2004,3825,16,83657,14,87482,https://worldathletics.org/records/competition-performance-rankings/ranking/537072
13,537196,"Berlin ISTAF, Olympiastadion, Berlin",GER,12 SEP 2004,12 SEP 2004,2020,41,85265,5,87285,https://worldathletics.org/records/competition-performance-rankings/ranking/537196
14,379794,"Hengelo THALES FBK-Games, FBK Stadium, Hengelo",NED,31 MAY 2004,31 MAY 2004,3370,19,83785,13,87275,https://worldathletics.org/records/competition-performance-rankings/ranking/379794
15,425621,"Sevilla Meeting de Atletismo, Sevilla",ESP,05 JUN 2004,05 JUN 2004,3880,14,83312,16,87192,https://worldathletics.org/records/competition-performance-rankings/ranking/425621
16,437544,"Heusden-Zolder KBC Night of Athletics, Heusden-Zolder",BEL,31 JUL 2004,31 JUL 2004,2510,29,84363,12,86873,https://worldathletics.org/records/competition-performance-rankings/ranking/437544
17,373382,"Doha Qatar Athletic Super Grand Prix, Doha",QAT,14 MAY 2004,14 MAY 2004,3890,13,82676,18,86566,https://worldathletics.org/records/competition-performance-rankings/ranking/373382
18,410131,"Gateshead Norwich Union British Grand Prix, Gateshead",GBR,27 JUN 2004,27 JUN 2004,3800,17,82631,20,86551,https://worldathletics.org/records/competition-performance-rankings/ranking/410131
19,537148,"Osaka IAAF Japan Grand Prix, Osaka",JPN,08 MAY 2004,08 MAY 2004,3770,18,82357,21,86127,https://worldathletics.org/records/competition-performance-rankings/ranking/537148
20,396092,"Rethymno Vardinogianneia, Rethymno",GRE,23 JUN 2004,23 JUN 2004,3240,20,82768,17,86008,https://worldathletics.org/records/competition-performance-rankings/ranking/396092
21,413096,"Villeneuve D'ascq Meeting Lille Métropole, Villeneuve d'Ascq",FRA,26 JUN 2004,26 JUN 2004,3855,15,82076,25,85931,https://worldathletics.org/records/competition-performance-rankings/ranking/413096
22,438881,"Linz Gugl-Meeting, Linz",AUT,02 AUG 2004,02 AUG 2004,2845,23,82645,19,85490,https://worldathletics.org/records/competition-performance-rankings/ranking/438881
23,537172,"Yokohama SEIKO Super Meet, Yokohama",JPN,23 SEP 2004,23 SEP 2004,4115,12,81016,34,85131,https://worldathletics.org/records/competition-performance-rankings/ranking/537172
24,452706,"Carson The Home Depot Invitational, Carson, CA",USA,22 MAY 2004,22 MAY 2004,2570,27,82108,24,84678,https://worldathletics.org/records/competition-performance-rankings/ranking/452706
25,537045,"Palo Alto Payton Jordan US Open, Palo Alto, CA",USA,30 MAY 2004,31 MAY 2004,2350,32,82121,23,84471,https://worldathletics.org/records/competition-performance-rankings/ranking/537045
26,370093,"Kazan Znamenskiy Memorial, Kazan",RUS,08 JUL 2004,09 JUL 2004,2160,37,82145,22,84305,https://worldathletics.org/records/competition-performance-rankings/ranking/370093
27,430000,"Memoriál Josefa Odložila, Stadion Juliska, Praha",CZE,28 JUN 2004,28 JUN 2004,2540,28,81449,29,83989,https://worldathletics.org/records/competition-performance-rankings/ranking/430000
28,520719,"Erfurt International DLV Gala, Erfurt",GER,13 JUN 2004,13 JUN 2004,2925,22,81013,35,83938,https://worldathletics.org/records/competition-performance-rankings/ranking/520719
29,387564,"Torino Memorial Primo Nebiolo, Torino",ITA,04 JUN 2004,04 JUN 2004,2295,33,81593,27,83888,https://worldathletics.org/records/competition-performance-rankings/ranking/387564
30,425913,"San Sebastián Gran Premio Reebok, San Sebastián",ESP,03 JUL 2004,03 JUL 2004,1950,43,81923,26,83873,https://worldathletics.org/records/competition-performance-rankings/ranking/425913
31,436591,"Belém Grande Premio Brasil CAIXA de Atletismo, Mangueirão, Belém",BRA,23 MAY 2004,23 MAY 2004,2450,30,81388,30,83838,https://worldathletics.org/records/competition-performance-rankings/ranking/436591
32,456216,"Gresham adidas Oregon Track Classic, Gresham, OR",USA,05 JUN 2004,05 JUN 2004,2625,26,81209,31,83834,https://worldathletics.org/records/competition-performance-rankings/ranking/456216
33,598657,"Rovereto Palio Città della Quercia, Rovereto",ITA,08 SEP 2004,08 SEP 2004,2720,24,80950,38,83670,https://worldathletics.org/records/competition-performance-rankings/ranking/598657
34,537182,"Birmingham Norwich Union International, Birmingham",GBR,25 JUL 2004,25 JUL 2004,3100,21,80282,47,83502,https://worldathletics.org/records/competition-performance-rankings/ranking/537182
35,399967,"München GER-USA-FRA Team Challenge, München",GER,08 AUG 2004,08 AUG 2004,2280,34,81061,32,83341,https://worldathletics.org/records/competition-performance-rankings/ranking/399967
36,431809,"Zagreb IAAF Grand Prix, Zagreb",CRO,29 JUN 2004,29 JUN 2004,2665,25,80511,42,83176,https://worldathletics.org/records/competition-performance-rankings/ranking/431809
37,390231,"Milano Grand Prix Regione Lombardia, AC Gianni Brera, Milano",ITA,02 JUN 2004,02 JUN 2004,2180,36,80832,39,83012,https://worldathletics.org/records/competition-performance-rankings/ranking/390231
38,520720,"Kassel Askina 2004, Kassel",GER,11 JUN 2004,11 JUN 2004,2015,42,80983,36,82998,https://worldathletics.org/records/competition-performance-rankings/ranking/520720
39,444930,"Luzern Spitzen Leichtathletik, Luzern",SUI,09 JUN 2004,09 JUN 2004,1910,45,81040,33,82950,https://worldathletics.org/records/competition-performance-rankings/ranking/444930
40,376672,"Bydgoszcz European Athletics Festival, Bydgoszcz",POL,05 JUN 2004,05 JUN 2004,2195,35,80747,40,82942,https://worldathletics.org/records/competition-performance-rankings/ranking/376672
41,424662,"Zaragoza Internacional de Atletismo Gobierno de Aragón, Zaragoza",ESP,08 JUN 2004,08 JUN 2004,1915,44,80957,37,82872,https://worldathletics.org/records/competition-performance-rankings/ranking/424662
42,537042,"Fort de France Meeting IAAF du Conseil General, Fort-de-France",FRA,24 APR 2004,24 APR 2004,2095,38,80629,41,82724,https://worldathletics.org/records/competition-performance-rankings/ranking/537042
43,437377,"Naimette-Xhovémont Meeting de Liége, Naimette-Xhovémont",BEL,03 AUG 2004,03 AUG 2004,1135,59,81541,28,82676,https://worldathletics.org/records/competition-performance-rankings/ranking/437377
44,386879,"Kingston Invitational, Kingston",JAM,07 MAY 2004,07 MAY 2004,2035,40,80492,43,82527,https://worldathletics.org/records/competition-performance-rankings/ranking/386879
45,537191,"Ciudad de México Grand Prix de Atletismo Banamex, Ciudad de México",MEX,22 MAY 2004,22 MAY 2004,2420,31,79876,50,82296,https://worldathletics.org/records/competition-performance-rankings/ranking/537191
