place,competitionId,competition,country,startDate,endDate,partScore,participationScorePlace,resultScore,resultScorePlace,competitionScore,competitionUrl
49,598707,"fast arms, fast legs, Enwag-Stadion, Wetzlar",GER,18 JUL 2020,18 JUL 2020,180,99,75140,49,75320,https://worldathletics.org/records/competition-performance-rankings/ranking/598707
50,598497,"1. kolo extraligy, Stadion Juliska, Praha",CZE,04 JUL 2020,04 JUL 2020,315,67,74979,50,75294,https://worldathletics.org/records/competition-performance-rankings/ranking/598497
51,608316,"Hungarian Super League Final, Lantos Mihály Sportközpont, Budapest",HUN,12 SEP 2020,13 SEP 2020,370,58,74922,51,75292,https://worldathletics.org/records/competition-performance-rankings/ranking/608316
52,596586,"Jandakot Airport Track Classic, WA Athletics Stadium, Perth",AUS,01 FEB 2020,01 FEB 2020,440,51,74788,52,75228,https://worldathletics.org/records/competition-performance-rankings/ranking/596586
53,598896,"Budapest Open, Ikarus BSE Sporttelep, Budapest",HUN,01 AUG 2020,02 AUG 2020,365,60,74649,55,75014,https://worldathletics.org/records/competition-performance-rankings/ranking/598896
54,596732,"Western Milo Relays, GC Foster College, Spanish Town",JAM,08 FEB 2020,08 FEB 2020,170,100,74746,53,74916,https://worldathletics.org/records/competition-performance-rankings/ranking/596732
55,600329,"Naoto Tajima Memorial, Ishin Me-Life Stadium, Yamaguchi",JPN,18 OCT 2020,18 OCT 2020,145,113,74736,54,74881,https://worldathletics.org/records/competition-performance-rankings/ranking/600329
56,597783,"Torneio FPA, CNDA, Bragança Paulista",BRA,14 MAR 2020,14 MAR 2020,285,72,74342,57,74627,https://worldathletics.org/records/competition-performance-rankings/ranking/597783
57,599054,"AGN League 6, Bestmed Tuks Stadium, Pretoria",RSA,07 MAR 2020,07 MAR 2020,220,89,74304,58,74524,https://worldathletics.org/records/competition-performance-rankings/ranking/599054
58,600490,"Denka Athletics Challenge Cup 2020, Denka Big Swan Stadium, Niigata",JPN,03 NOV 2020,03 NOV 2020,105,134,74366,56,74471,https://worldathletics.org/records/competition-performance-rankings/ranking/600490
59,598386,"Meeting Meilen, Allmend, Meilen",SUI,20 JUN 2020,20 JUN 2020,55,174,74178,59,74233,https://worldathletics.org/records/competition-performance-rankings/ranking/598386
60,599095,"Józef Żylewicz Memorial, Stadion AWFiS, Gdansk",POL,15 AUG 2020,15 AUG 2020,245,79,73920,60,74165,https://worldathletics.org/records/competition-performance-rankings/ranking/599095
61,596937,"Porritt Classic, Porritt Stadium, Hamilton",NZL,15 FEB 2020,15 FEB 2020,695,35,73426,65,74121,https://worldathletics.org/records/competition-performance-rankings/ranking/596937
62,598469,"Boysen Memorial, Bislett Stadion, Oslo",NOR,29 JUN 2020,30 JUN 2020,360,61,73592,63,73952,https://worldathletics.org/records/competition-performance-rankings/ranking/598469
63,598334,"Take off-Meeting, Stadion Hard, Langenthal",SUI,13 JUN 2020,13 JUN 2020,35,205,73869,61,73904,https://worldathletics.org/records/competition-performance-rankings/ranking/598334
64,599094,"31th Meeting International di Atletia leggera sport soudarieta, Lignano Sabbiadoro",ITA,17 AUG 2020,17 AUG 2020,455,50,73360,66,73815,https://worldathletics.org/records/competition-performance-rankings/ranking/599094
65,598967,"Portuguese Championships, Estadio Universitario, Lisboa",POR,08 AUG 2020,08 AUG 2020,330,65,73427,64,73757,https://worldathletics.org/records/competition-performance-rankings/ranking/598967
66,598420,"Athletics Meeting, RTSOP, Minsk",BLR,25 JUN 2020,26 JUN 2020,490,44,73211,68,73701,https://worldathletics.org/records/competition-performance-rankings/ranking/598420
67,599710,"Puma Jump´n´Run Meeting, Stadion Rote Erde, Dortmund",GER,15 AUG 2020,15 AUG 2020,55,174,73620,62,73675,https://worldathletics.org/records/competition-performance-rankings/ranking/599710
68,599584,"Gouden Spike, Sportcomplex De Leidse Hout, Leiden",NED,19 SEP 2020,19 SEP 2020,230,83,73282,67,73512,https://worldathletics.org/records/competition-performance-rankings/ranking/599584
69,599180,"Karlstad GP, Tingvalla IP, Karlstad",SWE,08 JUL 2020,08 JUL 2020,975,24,72462,75,73437,https://worldathletics.org/records/competition-performance-rankings/ranking/599180
70,598694,"Test wedstrijd Papendal, Sportcentrum Papendal, Arnhem",NED,18 JUL 2020,18 JUL 2020,240,81,72736,72,72976,https://worldathletics.org/records/competition-performance-rankings/ranking/598694
71,598327,"Mikromítink ČAS, Strahov, Praha",CZE,12 JUN 2020,12 JUN 2020,75,157,72867,69,72942,https://worldathletics.org/records/competition-performance-rankings/ranking/598327
72,598813,"Honvéd Kupa Nemzetközi Atlétikai Verseny, Iharos Sándor Atlétikai Pálya, Budapest",HUN,25 JUL 2020,26 JUL 2020,80,153,72832,70,72912,https://worldathletics.org/records/competition-performance-rankings/ranking/598813
73,599552,"The 1st Sichuan-Chongqing Frendship Athletic Meeting, Sichuan Xipu Training Base, Chengdu",CHN,24 JUL 2020,25 JUL 2020,10,266,72755,71,72765,https://worldathletics.org/records/competition-performance-rankings/ranking/599552
74,600613,"Birchfield 4 Clubs Inter Club, Pingles Stadium, Nuneaton",GBR,23 AUG 2020,23 AUG 2020,90,144,72577,73,72667,https://worldathletics.org/records/competition-performance-rankings/ranking/600613
75,598428,"Liikkuu Games, Leppävaaran Stadion, Espoo",FIN,27 JUN 2020,27 JUN 2020,160,108,72506,74,72666,https://worldathletics.org/records/competition-performance-rankings/ranking/598428
76,597362,"Team Ledger Harcourts Capital Classic, Newtown Park Stadium, Wellington",NZL,28 FEB 2020,28 FEB 2020,570,40,72020,83,72590,https://worldathletics.org/records/competition-performance-rankings/ranking/597362
77,598775,"Teemakisa, Ratinan Stadion, Tampere",FIN,22 JUL 2020,23 JUL 2020,145,113,72419,77,72564,https://worldathletics.org/records/competition-performance-rankings/ranking/598775
78,597585,"Beach Opener, Jack Rose Track, Long Beach, CA",USA,06 MAR 2020,07 MAR 2020,15,254,72462,75,72477,https://worldathletics.org/records/competition-performance-rankings/ranking/597585
79,598436,"Sonnenwend Meeting, Stadion Wankdorf, Bern",SUI,27 JUN 2020,27 JUN 2020,60,166,72408,78,72468,https://worldathletics.org/records/competition-performance-rankings/ranking/598436
80,599269,"Znamenskiy Memorial, Smolensk",RUS,21 AUG 2020,22 AUG 2020,190,96,72263,79,72453,https://worldathletics.org/records/competition-performance-rankings/ranking/599269
81,596787,"Prueba de confrontacion 2020, Estadio Panamericano, La Habana",CUB,07 FEB 2020,08 FEB 2020,670,36,71779,87,72449,https://worldathletics.org/records/competition-performance-rankings/ranking/596787
82,599436,"Copa LaligaSports Oro, Estadio Vallehermoso, Madrid",ESP,06 SEP 2020,06 SEP 2020,170,100,72210,80,72380,https://worldathletics.org/records/competition-performance-rankings/ranking/599436
83,598496,"Test wedstrijd Papendal, Sportcentrum Papendal, Arnhem",NED,04 JUL 2020,04 JUL 2020,240,81,72090,82,72330,https://worldathletics.org/records/competition-performance-rankings/ranking/598496
84,599302,"Turkish Super League, Bursa",TUR,28 AUG 2020,29 AUG 2020,495,42,71811,85,72306,https://worldathletics.org/records/competition-performance-rankings/ranking/599302
85,599237,"Memoriál J. Sečkáře, Brno",CZE,25 AUG 2020,25 AUG 2020,155,111,72107,81,72262,https://worldathletics.org/records/competition-performance-rankings/ranking/599237
86,611652,"Bannister Running Invitational #5, Slottsskogsvallen, Göteborg",SWE,25 JUL 2020,25 JUL 2020,75,157,71788,86,71863,https://worldathletics.org/records/competition-performance-rankings/ranking/611652
87,598575,"Meeting de la Gruyère, Stade Bouleyres, Bulle",SUI,11 JUL 2020,11 JUL 2020,15,254,71816,84,71831,https://worldathletics.org/records/competition-performance-rankings/ranking/598575
88,597523,"Torneio FPA, Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo",BRA,29 FEB 2020,01 MAR 2020,145,113,71568,88,71713,https://worldathletics.org/records/competition-performance-rankings/ranking/597523
89,597097,"Copa Nueva León, Pista Chico Rivera, Monterrey",MEX,15 FEB 2020,16 FEB 2020,90,144,71517,91,71607,https://worldathletics.org/records/competition-performance-rankings/ranking/597097
90,598996,"Queenatletica Games, Campo Coni, Pavia",ITA,08 AUG 2020,08 AUG 2020,65,164,71539,90,71604,https://worldathletics.org/records/competition-performance-rankings/ranking/598996
91,598803,"Laufnacht der Sparkassen Gala, Sportanlage am Weinweg, Regensburg",GER,25 JUL 2020,25 JUL 2020,10,266,71549,89,71559,https://worldathletics.org/records/competition-performance-rankings/ranking/598803
92,598515,"Slovenian Cup, Stadion Park Šiška, Ljubljana",SLO,04 JUL 2020,05 JUL 2020,190,96,71316,93,71506,https://worldathletics.org/records/competition-performance-rankings/ranking/598515
93,597140,"Prueba de confrontacion 2020, Estadio Panamericano, La Habana",CUB,13 FEB 2020,14 FEB 2020,480,45,71005,99,71485,https://worldathletics.org/records/competition-performance-rankings/ranking/597140
94,599140,"Süper Lig 1. Kademe, Bursa",TUR,19 AUG 2020,20 AUG 2020,495,42,70961,100,71456,https://worldathletics.org/records/competition-performance-rankings/ranking/599140
95,599038,"Meeting Cidade de Lisboa, Estadio Universitario, Lisboa",POR,01 AUG 2020,01 AUG 2020,230,83,71209,95,71439,https://worldathletics.org/records/competition-performance-rankings/ranking/599038
96,600708,"Uni Interclub + NSW 3000m Championships, Olympic Park Warm Up Arena, Sydney",AUS,21 NOV 2020,21 NOV 2020,25,224,71377,92,71402,https://worldathletics.org/records/competition-performance-rankings/ranking/600708
97,596282,"Queen's/Grace Jackson Track Meet, National Stadium, Kingston",JAM,25 JAN 2020,25 JAN 2020,70,161,71224,94,71294,https://worldathletics.org/records/competition-performance-rankings/ranking/596282
98,597635,"Memorial Rafael Fortun, Pista Rafael Fortun Chacon, Camagüey",CUB,06 MAR 2020,08 MAR 2020,105,134,71148,96,71253,https://worldathletics.org/records/competition-performance-rankings/ranking/597635
99,599639,"CZE-POL U20 Match, Stadium Irena Szewińska, Karpacz",POL,20 SEP 2020,20 SEP 2020,5,287,71144,97,71149,https://worldathletics.org/records/competition-performance-rankings/ranking/599639
100,599159,"5th Juntendo University Competition, Juntendo University Stadium, Inzai",JPN,15 AUG 2020,15 AUG 2020,15,254,71045,98,71060,https://worldathletics.org/records/competition-performance-rankings/ranking/599159
101,599433,"Copa Iberdrola Oro, Estadio Vallehermoso, Madrid",ESP,05 SEP 2020,05 SEP 2020,220,89,70791,103,71011,https://worldathletics.org/records/competition-performance-rankings/ranking/599433
102,597543,"Weekend Meet, Eldoret",KEN,23 FEB 2020,23 FEB 2020,115,130,70815,102,70930,https://worldathletics.org/records/competition-performance-rankings/ranking/597543
103,598872,"Memorial Grzegorz Duneckie, Stadion Miejski, Toruń",POL,28 JUL 2020,28 JUL 2020,5,287,70895,101,70900,https://worldathletics.org/records/competition-performance-rankings/ranking/598872
104,599096,"Campeonatos Nacionais de Clubes, Lisboa",POR,15 AUG 2020,15 AUG 2020,340,64,70502,106,70842,https://worldathletics.org/records/competition-performance-rankings/ranking/599096
105,598403,"Memorial Iztok Ciglaric, Atletski stadion Poljane, Maribor",SLO,23 JUN 2020,23 JUN 2020,160,108,70627,105,70787,https://worldathletics.org/records/competition-performance-rankings/ranking/598403
106,599363,"NITTAIDAI Competition, Kamiyugi Park Athletic Stadium, Hachioji",JPN,12 AUG 2020,12 AUG 2020,5,287,70714,104,70719,https://worldathletics.org/records/competition-performance-rankings/ranking/599363
107,598518,"Trofeo Citta' di Rieti, Stadio Guidobaldi, Rieti",ITA,04 JUL 2020,05 JUL 2020,270,76,70237,111,70507,https://worldathletics.org/records/competition-performance-rankings/ranking/598518
108,595824,"Khelo India Youth Games, Guwahati",IND,11 JAN 2020,14 JAN 2020,0,,70491,107,70491,https://worldathletics.org/records/competition-performance-rankings/ranking/595824
109,598516,"Ivo Merlo Memorial, Piazzale Adolfo Consolini, Vittorio Veneto",ITA,04 JUL 2020,05 JUL 2020,35,205,70427,108,70462,https://worldathletics.org/records/competition-performance-rankings/ranking/598516
110,600639,"2nd Gakuren Competition, Nagai Stadium No. 2, Osaka",JPN,03 SEP 2020,04 SEP 2020,5,287,70376,109,70381,https://worldathletics.org/records/competition-performance-rankings/ranking/600639
111,596181,"Potts Classic, Hawke's Bay Sports Park, Hastings",NZL,25 JAN 2020,25 JAN 2020,350,63,69992,113,70342,https://worldathletics.org/records/competition-performance-rankings/ranking/596181
112,598877,"Abendmeeting, Leichtathletikstadion Schachen, Aarau",SUI,31 JUL 2020,31 JUL 2020,40,194,70291,110,70331,https://worldathletics.org/records/competition-performance-rankings/ranking/598877
113,600538,"Trofeo Citta' di Rieti, Stadio Guidobaldi, Rieti",ITA,23 JUL 2020,23 JUL 2020,155,111,70109,112,70264,https://worldathletics.org/records/competition-performance-rankings/ranking/600538
114,598944,"Internat. Abendmeeting, Stadion Hard, Langenthal",SUI,05 AUG 2020,05 AUG 2020,210,92,69876,117,70086,https://worldathletics.org/records/competition-performance-rankings/ranking/598944
115,598432,"Přebor Prahy, Atletický stadion Slavia Praha, Praha",CZE,26 JUN 2020,27 JUN 2020,45,186,69984,114,70029,https://worldathletics.org/records/competition-performance-rankings/ranking/598432
116,600917,"Iranian Club Championships, Tehran",IRI,17 SEP 2020,20 SEP 2020,45,186,69945,116,69990,https://worldathletics.org/records/competition-performance-rankings/ranking/600917
117,598483,"CAA Training Base Permit Meeting - Jiangsu, Nanjing",CHN,30 MAY 2020,01 JUN 2020,10,266,69954,115,69964,https://worldathletics.org/records/competition-performance-rankings/ranking/598483
118,597787,"ACNW League Meeting 4, McArthur Stadium, Potchefstroom",RSA,25 FEB 2020,25 FEB 2020,145,113,69814,119,69959,https://worldathletics.org/records/competition-performance-rankings/ranking/597787
119,600398,"13th Nihon University Competition, Nihon University Athletics Stadium, Setagaya, Tokyo",JPN,15 AUG 2020,15 AUG 2020,30,214,69868,118,69898,https://worldathletics.org/records/competition-performance-rankings/ranking/600398
120,599212,"Memoriał Edward Listos, Stadion Miejski, Oleśnica",POL,22 AUG 2020,22 AUG 2020,415,55,69374,128,69789,https://worldathletics.org/records/competition-performance-rankings/ranking/599212
121,601199,"Kyoto Prefectural High School vs. School Championship Summer Game, Yamashiro Park Stadium, Uji",JPN,08 AUG 2020,10 AUG 2020,0,,69739,120,69739,https://worldathletics.org/records/competition-performance-rankings/ranking/601199
122,600916,"Iranian Club Championships, Tehran",IRI,05 SEP 2020,08 SEP 2020,45,186,69589,121,69634,https://worldathletics.org/records/competition-performance-rankings/ranking/600916
123,596735,"Camperdown Classics, National Stadium, Kingston",JAM,08 FEB 2020,08 FEB 2020,55,174,69571,122,69626,https://worldathletics.org/records/competition-performance-rankings/ranking/596735
124,600265,"Copenhagen Open, Hvidovre Stadion, Hvidovre",DEN,01 AUG 2020,02 AUG 2020,35,205,69493,125,69528,https://worldathletics.org/records/competition-performance-rankings/ranking/600265
125,598137,"Twizza National Super Schools Athletics Series, Bestmed Tuks Stadium, Pretoria",RSA,01 FEB 2020,01 FEB 2020,0,,69517,123,69517,https://worldathletics.org/records/competition-performance-rankings/ranking/598137
126,598617,"#backontrack - Meeting, Stadion Rote Erde, Dortmund",GER,11 JUL 2020,11 JUL 2020,10,266,69494,124,69504,https://worldathletics.org/records/competition-performance-rankings/ranking/598617
127,599233,"Quaification Meeting, Akademicki Związek Sportowy, Łódź",POL,01 AUG 2020,01 AUG 2020,60,166,69363,129,69423,https://worldathletics.org/records/competition-performance-rankings/ranking/599233
128,599227,"CAA Training Base Permit Meeting - Sichuan, Chengdu",CHN,15 MAY 2020,16 MAY 2020,45,186,69353,130,69398,https://worldathletics.org/records/competition-performance-rankings/ranking/599227
129,598016,"Puma School of Speed #5, Bestmed Tuks Stadium, Pretoria",RSA,29 FEB 2020,29 FEB 2020,0,,69395,126,69395,https://worldathletics.org/records/competition-performance-rankings/ranking/598016
130,598132,"Corporate Area Development Meet, National Stadium, Kingston",JAM,14 FEB 2020,15 FEB 2020,0,,69375,127,69375,https://worldathletics.org/records/competition-performance-rankings/ranking/598132
131,598810,"2. kolo Atletickej ligy, Atletický štadión TU, Košice",SVK,25 JUL 2020,25 JUL 2020,140,119,69204,132,69344,https://worldathletics.org/records/competition-performance-rankings/ranking/598810
132,598732,"Estonian Cup, Kadrioru staadion, Tallinn",EST,19 JUL 2020,19 JUL 2020,40,194,69209,131,69249,https://worldathletics.org/records/competition-performance-rankings/ranking/598732
133,599069,"Meeting EACPA Open, Stade des Maradas, Cergy-Pontoise",FRA,15 AUG 2020,15 AUG 2020,55,174,69191,133,69246,https://worldathletics.org/records/competition-performance-rankings/ranking/599069
134,601072,"Albie Thomas, The Crest Athletics Centre, Bankstown, Sydney",AUS,19 DEC 2020,19 DEC 2020,125,127,69079,134,69204,https://worldathletics.org/records/competition-performance-rankings/ranking/601072
135,599556,"Slovak Club Championships, Atletický štadión TU, Košice",SVK,15 SEP 2020,15 SEP 2020,145,113,69055,135,69200,https://worldathletics.org/records/competition-performance-rankings/ranking/599556
136,598845,"Olimpik Deneme Yarışmaları, Eskisehir",TUR,25 JUL 2020,26 JUL 2020,40,194,68947,136,68987,https://worldathletics.org/records/competition-performance-rankings/ranking/598845
137,598697,"Nationales Meeting -Help at Corona-, Jahnstadion, Osterode",GER,18 JUL 2020,18 JUL 2020,275,75,68693,139,68968,https://worldathletics.org/records/competition-performance-rankings/ranking/598697
138,596722,"Youngster Goldsmith Classics, National Stadium, Kingston",JAM,01 FEB 2020,01 FEB 2020,20,235,68935,137,68955,https://worldathletics.org/records/competition-performance-rankings/ranking/596722
139,600683,"Torneio Atletismo Paulista, Bragança Paulista",BRA,18 NOV 2020,18 NOV 2020,295,70,68621,141,68916,https://worldathletics.org/records/competition-performance-rankings/ranking/600683
140,599259,"Eltsun tähtikisat, Eläintarhan urheilukenttä, Helsinki",FIN,26 AUG 2020,26 AUG 2020,105,134,68805,138,68910,https://worldathletics.org/records/competition-performance-rankings/ranking/599259
141,598156,"CAA Training Base Permit Meeting - Jiangsu, Nanjing",CHN,29 APR 2020,30 APR 2020,170,100,68680,140,68850,https://worldathletics.org/records/competition-performance-rankings/ranking/598156
142,598604,"Croatian Club Cup, Sports Park Mladost, Zagreb",CRO,11 JUL 2020,12 JUL 2020,230,83,68516,144,68746,https://worldathletics.org/records/competition-performance-rankings/ranking/598604
