place,competitionId,competition,country,startDate,endDate,partScore,participationScorePlace,resultScore,resultScorePlace,competitionScore,competitionUrl
1,569415,"Eugene Prefontaine Classic, Hayward Field, Eugene, OR",USA,27 MAY 2016,28 MAY 2016,8460,1,86925,1,95385,https://worldathletics.org/records/competition-performance-rankings/ranking/569415
2,570532,"Weltklasse Zürich, Letzigrund, Zürich",SUI,31 AUG 2016,01 SEP 2016,8080,2,86368,4,94448,https://worldathletics.org/records/competition-performance-rankings/ranking/570532
3,570482,"Paris Meeting, Stade de France, Paris-St-Denis",FRA,27 AUG 2016,27 AUG 2016,7450,5,86785,2,94355,https://worldathletics.org/records/competition-performance-rankings/ranking/570482
4,570646,"Bruxelles Memorial Van Damme, Boudewijnstadion, Bruxelles",BEL,08 SEP 2016,09 SEP 2016,7535,3,86064,6,93599,https://worldathletics.org/records/competition-performance-rankings/ranking/570646
5,570187,"London Müller Anniversary Games, Olympic Stadium, London",GBR,22 JUL 2016,23 JUL 2016,6725,11,86588,3,93433,https://worldathletics.org/records/competition-performance-rankings/ranking/570187
6,570094,"Monaco Herculis, Stade Louis II, Monaco",MON,15 JUL 2016,15 JUL 2016,7240,8,86137,5,93377,https://worldathletics.org/records/competition-performance-rankings/ranking/570094
7,569538,"Roma Golden Gala - Pietro Mennea, Stadio Olimpico, Roma",ITA,02 JUN 2016,02 JUN 2016,7530,4,85495,9,93025,https://worldathletics.org/records/competition-performance-rankings/ranking/569538
8,570468,"Athletissima Lausanne, Stade Olympique de la Pontaise, Lausanne",SUI,25 AUG 2016,25 AUG 2016,7315,7,85700,8,93015,https://worldathletics.org/records/competition-performance-rankings/ranking/570468
9,569568,"Birmingham British Athletics GP, Alexander Stadium, Birmingham",GBR,05 JUN 2016,05 JUN 2016,7340,6,85315,10,92655,https://worldathletics.org/records/competition-performance-rankings/ranking/569568
10,569019,"Doha IAAF Diamond League, Suhaim bin Hamad Stadium, Doha",QAT,06 MAY 2016,06 MAY 2016,6700,12,85770,7,92470,https://worldathletics.org/records/competition-performance-rankings/ranking/569019
11,569168,"Shanghai Golden Grand Prix, Shanghai Stadium, Shanghai",CHN,14 MAY 2016,14 MAY 2016,7010,9,85128,11,92138,https://worldathletics.org/records/competition-performance-rankings/ranking/569168
12,569659,"Oslo ExxonMobil Bislett Games, Bislett Stadion, Oslo",NOR,09 JUN 2016,09 JUN 2016,6885,10,84215,13,91100,https://worldathletics.org/records/competition-performance-rankings/ranking/569659
13,569318,"Meeting International Mohammed VI d'Athletisme de Rabat, Complexe Sportif Prince Moulay Abdellah, Rabat",MAR,22 MAY 2016,22 MAY 2016,5830,14,84941,12,90771,https://worldathletics.org/records/competition-performance-rankings/ranking/569318
14,569730,"Stockholm BAUHAUS Galan, Olympiastadion, Stockholm",SWE,15 JUN 2016,16 JUN 2016,6175,13,83270,18,89445,https://worldathletics.org/records/competition-performance-rankings/ranking/569730
15,570551,"Berlin ISTAF, Olympiastadion, Berlin",GER,03 SEP 2016,03 SEP 2016,4930,15,83649,16,88579,https://worldathletics.org/records/competition-performance-rankings/ranking/570551
16,570140,"Gyulai István Memorial - Hungarian Athletics Grand Prix, Bregyó Athletic Center, Székesfehérvár",HUN,17 JUL 2016,18 JUL 2016,4775,16,83790,14,88565,https://worldathletics.org/records/competition-performance-rankings/ranking/570140
17,573513,"Beijing IAAF World Challenge, National Stadium, Beijing",CHN,18 MAY 2016,18 MAY 2016,3680,19,83456,17,87136,https://worldathletics.org/records/competition-performance-rankings/ranking/573513
18,569307,"Golden Spike Ostrava 2016, Mestský Stadion, Ostrava",CZE,19 MAY 2016,20 MAY 2016,3815,17,82951,19,86766,https://worldathletics.org/records/competition-performance-rankings/ranking/569307
19,569682,"Kingston Racers Grand Prix, Kingston",JAM,11 JUN 2016,11 JUN 2016,2965,21,83761,15,86726,https://worldathletics.org/records/competition-performance-rankings/ranking/569682
20,569055,"Kingston Jamaica International Invitational IWC, National Stadium, Kingston",JAM,07 MAY 2016,07 MAY 2016,3280,20,82769,20,86049,https://worldathletics.org/records/competition-performance-rankings/ranking/569055
21,570595,"Zagreb IAAF World Challenge, Sports Park Mladost, Zagreb",CRO,05 SEP 2016,06 SEP 2016,3765,18,82271,24,86036,https://worldathletics.org/records/competition-performance-rankings/ranking/570595
22,568662,"Nassau Chris Brown Invitational, Nassau",BAH,16 APR 2016,16 APR 2016,2765,24,82177,25,84942,https://worldathletics.org/records/competition-performance-rankings/ranking/568662
23,569320,"Hengelo FBK Games, FBK Stadium, Hengelo",NED,22 MAY 2016,22 MAY 2016,2240,29,82320,23,84560,https://worldathletics.org/records/competition-performance-rankings/ranking/569320
24,569806,"Madrid Meeting 2016, Moratalaz, Madrid",ESP,23 JUN 2016,23 JUN 2016,1825,33,82709,21,84534,https://worldathletics.org/records/competition-performance-rankings/ranking/569806
25,569761,"Somerville adidas Boost Boston Games, Somerville, MA",USA,17 JUN 2016,18 JUN 2016,2395,27,81851,27,84246,https://worldathletics.org/records/competition-performance-rankings/ranking/569761
26,570292,"Eugene TrackTown Summer Series, Eugene, OR",USA,29 JUL 2016,29 JUL 2016,1810,34,82424,22,84234,https://worldathletics.org/records/competition-performance-rankings/ranking/570292
27,569171,"Baie Mahault Meeting International Guadeloupe, Baie Mahault",FRA,14 MAY 2016,14 MAY 2016,2315,28,81637,31,83952,https://worldathletics.org/records/competition-performance-rankings/ranking/569171
28,569889,"Turku Paavo Nurmi Games, Turku",FIN,29 JUN 2016,29 JUN 2016,2475,26,81435,34,83910,https://worldathletics.org/records/competition-performance-rankings/ranking/569889
29,569067,"Kawasaki Seiko Golden Grand Prix, Todoroki Stadium, Kawasaki",JPN,08 MAY 2016,08 MAY 2016,2205,30,81701,30,83906,https://worldathletics.org/records/competition-performance-rankings/ranking/569067
30,569626,"Montreuil-sous-Bois Meeting International, Montreuil-sous-Bois",FRA,07 JUN 2016,07 JUN 2016,1910,32,81976,26,83886,https://worldathletics.org/records/competition-performance-rankings/ranking/569626
31,569707,"Luzern Spitzen Leichtathletik, Luzern",SUI,14 JUN 2016,14 JUN 2016,2550,25,81148,39,83698,https://worldathletics.org/records/competition-performance-rankings/ranking/569707
32,570169,"Bellinzona Galà dei Castelli, Bellinzona",SUI,06 JUN 2016,06 JUN 2016,1640,36,81557,33,83197,https://worldathletics.org/records/competition-performance-rankings/ranking/570169
33,569748,"Janusz Kusociński Memorial, Wieslaw Maniak Municipal Athletic Stadium, Szczecin",POL,18 JUN 2016,18 JUN 2016,2840,23,80301,47,83141,https://worldathletics.org/records/competition-performance-rankings/ranking/569748
34,569567,"Atlanta American Track League, Atlanta, GA",USA,04 JUN 2016,04 JUN 2016,1510,41,81579,32,83089,https://worldathletics.org/records/competition-performance-rankings/ranking/569567
35,570597,"Rovereto Palio Città della Quercia, Rovereto",ITA,06 SEP 2016,06 SEP 2016,1990,31,80874,42,82864,https://worldathletics.org/records/competition-performance-rankings/ranking/570597
36,568940,"Palo Alto Payton Jordan Invitational, Palo Alto, CA",USA,01 MAY 2016,01 MAY 2016,1050,54,81714,29,82764,https://worldathletics.org/records/competition-performance-rankings/ranking/568940
37,568775,"Gainesville Tom Jones Memorial, Gainesville, FL",USA,22 APR 2016,22 APR 2016,1560,40,81185,38,82745,https://worldathletics.org/records/competition-performance-rankings/ranking/568775
38,570200,"Houston American Track League, Houston, TX",USA,23 JUL 2016,23 JUL 2016,1580,39,80902,41,82482,https://worldathletics.org/records/competition-performance-rankings/ranking/570200
39,568790,"Baton Rouge LSU Alumni Gold, Baton Rouge, LA",USA,23 APR 2016,23 APR 2016,695,72,81766,28,82461,https://worldathletics.org/records/competition-performance-rankings/ranking/568790
40,569675,"Genève AtletiCAGenève, Genève",SUI,11 JUN 2016,11 JUN 2016,1040,55,81398,36,82438,https://worldathletics.org/records/competition-performance-rankings/ranking/569675
41,569589,"Memoriál Josefa Odložila, Stadion Juliska, Praha",CZE,06 JUN 2016,06 JUN 2016,1135,52,81277,37,82412,https://worldathletics.org/records/competition-performance-rankings/ranking/569589
42,570111,"Heusden-Zolder KBC Night of Athletics, Heusden-Zolder",BEL,16 JUL 2016,16 JUL 2016,875,62,81408,35,82283,https://worldathletics.org/records/competition-performance-rankings/ranking/570111
43,570110,"Edmonton TrackTown Classic, Edmonton",CAN,15 JUL 2016,15 JUL 2016,1480,42,80651,44,82131,https://worldathletics.org/records/competition-performance-rankings/ranking/570110
44,569550,"Huelva Meeting Iberoamericano de Atletismo, Huelva",ESP,03 JUN 2016,03 JUN 2016,1010,56,80847,43,81857,https://worldathletics.org/records/competition-performance-rankings/ranking/569550
45,568919,"Baton Rouge LSU Invitational, Baton Rouge, LA",USA,30 APR 2016,30 APR 2016,665,75,81059,40,81724,https://worldathletics.org/records/competition-performance-rankings/ranking/568919
46,570143,"Sotteville-lès-Rouen Meeting International, Sotteville-lès-Rouen",FRA,18 JUL 2016,18 JUL 2016,1635,37,79927,51,81562,https://worldathletics.org/records/competition-performance-rankings/ranking/570143
47,570124,"Padova Meeting Citta Di Padova, Padova",ITA,17 JUL 2016,17 JUL 2016,1440,43,80037,50,81477,https://worldathletics.org/records/competition-performance-rankings/ranking/570124
48,569418,"Oordegem IFAM Meeting, Oordegem",BEL,29 MAY 2016,29 MAY 2016,850,64,80611,45,81461,https://worldathletics.org/records/competition-performance-rankings/ranking/569418
49,568802,"Waco Michael Johnson Classic, Waco, TX",USA,23 APR 2016,23 APR 2016,725,71,80459,46,81184,https://worldathletics.org/records/competition-performance-rankings/ranking/568802
