place,competitionId,competition,country,startDate,endDate,partScore,participationScorePlace,resultScore,resultScorePlace,competitionScore,competitionUrl
1,437927,"Bruxelles Memorial Van Damme, Bruxelles",BEL,30 AUG 2002,30 AUG 2002,7555,3,86966,2,94521,https://worldathletics.org/records/competition-performance-rankings/ranking/437927
2,533677,"Monaco Herculis, Stade Louis II, Monaco",MON,19 JUL 2002,19 JUL 2002,7355,5,87085,1,94440,https://worldathletics.org/records/competition-performance-rankings/ranking/533677
3,445331,"Weltklasse Zürich, Zürich",SUI,16 AUG 2002,16 AUG 2002,7640,2,86575,3,94215,https://worldathletics.org/records/competition-performance-rankings/ranking/445331
4,415313,"Paris IAAF Grand Prix Final, Stade Charléty, Paris",FRA,14 SEP 2002,14 SEP 2002,8180,1,85050,8,93230,https://worldathletics.org/records/competition-performance-rankings/ranking/415313
5,476973,"Roma Golden Gala, Stadio Olimpico, Roma",ITA,12 JUL 2002,12 JUL 2002,7485,4,85674,5,93159,https://worldathletics.org/records/competition-performance-rankings/ranking/476973
6,537175,"Paris-St-Denis Meeting Gaz de France, Stade de France, Paris-St-Denis",FRA,05 JUL 2002,05 JUL 2002,6920,8,85985,4,92905,https://worldathletics.org/records/competition-performance-rankings/ranking/537175
7,537050,"Athletissima Lausanne, Stade Olympique de la Pontaise, Lausanne",SUI,02 JUL 2002,02 JUL 2002,7190,7,85656,6,92846,https://worldathletics.org/records/competition-performance-rankings/ranking/537050
8,537076,"Stockholm DN Galan, Stockholm",SWE,16 JUL 2002,16 JUL 2002,6550,10,85562,7,92112,https://worldathletics.org/records/competition-performance-rankings/ranking/537076
9,537181,"London Norwich Union British Grand Prix, London",GBR,23 AUG 2002,23 AUG 2002,7255,6,84428,10,91683,https://worldathletics.org/records/competition-performance-rankings/ranking/537181
10,405053,"Berlin ISTAF, Olympiastadion, Berlin",GER,06 SEP 2002,06 SEP 2002,6680,9,84836,9,91516,https://worldathletics.org/records/competition-performance-rankings/ranking/405053
11,476970,"Oslo ExxonMobil Bislett Games, Oslo",NOR,28 JUN 2002,28 JUN 2002,6055,11,84001,13,90056,https://worldathletics.org/records/competition-performance-rankings/ranking/476970
12,396536,"Athens Tsiklitiria, Athina",GRE,10 JUN 2002,10 JUN 2002,5635,12,83897,15,89532,https://worldathletics.org/records/competition-performance-rankings/ranking/396536
13,373383,"Doha Qatar Athletic Grand Prix, Doha",QAT,15 MAY 2002,15 MAY 2002,5105,13,83919,14,89024,https://worldathletics.org/records/competition-performance-rankings/ranking/373383
14,537066,"Eugene Prefontaine Classic, Hayward Field, Eugene, OR",USA,26 MAY 2002,26 MAY 2002,4530,16,84171,11,88701,https://worldathletics.org/records/competition-performance-rankings/ranking/537066
15,537032,"Rethymno Vardinogianneia, Rethymno",GRE,07 JUL 2002,07 JUL 2002,4990,15,83428,16,88418,https://worldathletics.org/records/competition-performance-rankings/ranking/537032
16,537080,"Rieti 2002, Rieti",ITA,08 SEP 2002,08 SEP 2002,4100,19,84011,12,88111,https://worldathletics.org/records/competition-performance-rankings/ranking/537080
17,537120,"Sheffield Norwich Union Classic, Sheffield",GBR,30 JUN 2002,30 JUN 2002,5055,14,82481,20,87536,https://worldathletics.org/records/competition-performance-rankings/ranking/537120
18,438910,"Linz Raiffeisen-Gugl Meeting, Linz",AUT,19 AUG 2002,19 AUG 2002,4460,17,82696,19,87156,https://worldathletics.org/records/competition-performance-rankings/ranking/438910
19,431835,"Zagreb Meeting 2002, Zagreb",CRO,08 JUL 2002,08 JUL 2002,3540,21,83042,17,86582,https://worldathletics.org/records/competition-performance-rankings/ranking/431835
20,537184,"Golden Spike Agrofert, Ostrava",CZE,12 JUN 2002,12 JUN 2002,3420,23,82941,18,86481,https://worldathletics.org/records/competition-performance-rankings/ranking/537184
21,425946,"San Sebastián Gran Premio Reebok, San Sebastián",ESP,20 AUG 2002,20 AUG 2002,3160,28,82387,21,85547,https://worldathletics.org/records/competition-performance-rankings/ranking/425946
22,537168,"Helsinki Asics GP, Helsinki",FIN,13 AUG 2002,13 AUG 2002,3240,25,82016,23,85256,https://worldathletics.org/records/competition-performance-rankings/ranking/537168
23,375785,"Poznan Zywiec Cup, Poznan",POL,18 AUG 2002,18 AUG 2002,3325,24,81925,25,85250,https://worldathletics.org/records/competition-performance-rankings/ranking/375785
24,537119,"Luzern Spitzenleichtathletik, Luzern",SUI,26 JUN 2002,26 JUN 2002,2870,32,82264,22,85134,https://worldathletics.org/records/competition-performance-rankings/ranking/537119
25,387596,"Torino Primo Nebiolo Memorial, Torino",ITA,07 JUN 2002,07 JUN 2002,3455,22,81305,33,84760,https://worldathletics.org/records/competition-performance-rankings/ranking/387596
26,462539,"Portland adidas Oregon Track Classic, Portland, OR",USA,18 MAY 2002,18 MAY 2002,2725,36,82009,24,84734,https://worldathletics.org/records/competition-performance-rankings/ranking/462539
27,430115,"Memoriál Josefa Odložila, Stadion Juliska, Praha",CZE,17 JUN 2002,17 JUN 2002,2710,37,81892,26,84602,https://worldathletics.org/records/competition-performance-rankings/ranking/430115
28,533650,"Madrid Meeting 2012, Madrid",ESP,03 JUL 2002,03 JUL 2002,2885,30,81654,27,84539,https://worldathletics.org/records/competition-performance-rankings/ranking/533650
29,390269,"Milano Notturna di Milano, Milano",ITA,05 JUN 2002,05 JUN 2002,3190,27,81153,38,84463,https://worldathletics.org/records/competition-performance-rankings/ranking/390269
30,521401,"Sevilla Meeting Atletismo, Sevilla",ESP,08 JUN 2002,08 JUN 2002,3225,26,81222,36,84447,https://worldathletics.org/records/competition-performance-rankings/ranking/521401
31,537197,"Yokohama Super Meet, Yokohama",JPN,16 SEP 2002,16 SEP 2002,4210,18,80071,48,84281,https://worldathletics.org/records/competition-performance-rankings/ranking/537197
32,384677,"Osaka Japan Grand Prix, Osaka",JPN,11 MAY 2002,11 MAY 2002,2825,34,81446,31,84271,https://worldathletics.org/records/competition-performance-rankings/ranking/384677
33,537035,"Glasgow GBR-RUS-USA Int. Match, Glasgow",GBR,18 AUG 2002,18 AUG 2002,3885,20,80254,46,84139,https://worldathletics.org/records/competition-performance-rankings/ranking/537035
34,537051,"Pretoria Engen Grand Prix, Pretoria",RSA,12 APR 2002,12 APR 2002,2850,33,81284,35,84134,https://worldathletics.org/records/competition-performance-rankings/ranking/537051
35,533671,"Rovereto Palio Città della Quercia, Rovereto",ITA,28 AUG 2002,28 AUG 2002,2745,35,81296,34,84041,https://worldathletics.org/records/competition-performance-rankings/ranking/533671
36,395996,"Thessaloniki Olympic Meeting, Thessaloniki",GRE,24 JUL 2002,24 JUL 2002,2875,31,81002,41,83877,https://worldathletics.org/records/competition-performance-rankings/ranking/395996
37,437576,"Heusden-Zolder Night of Athletics, Heusden-Zolder",BEL,20 JUL 2002,20 JUL 2002,2210,46,81552,28,83762,https://worldathletics.org/records/competition-performance-rankings/ranking/437576
38,379795,"Hengelo Fanny Blankers-Koen Games, FBK Stadium, Hengelo",NED,31 MAY 2002,02 JUN 2002,2295,44,81438,32,83733,https://worldathletics.org/records/competition-performance-rankings/ranking/379795
39,413161,"Villeneuve d'Ascq Meeting du Nord, Villeneuve",FRA,16 JUN 2002,16 JUN 2002,2185,47,81518,29,83703,https://worldathletics.org/records/competition-performance-rankings/ranking/413161
